https://drive.google.com/drive/folders/1azGeDDEL5DgmIMa9Cwk-9TI0sdgq3ofB?usp=drive_link,Tipo,Provincia,Localidad,Barrio,Domicilio,Cód. Postal,Cuit,Telefono,Ap.Vacuna,Ap.Vacuna Menor
Global Madryn Mitre,Farmacia,Chubut,Puerto Madryn,,Bartolomé Mitre 357,9120,33-70999748-9,(0280) 4458254 / 154972277,No,No
Farmacia Botta,Farmacia,Buenos Aires,San Pedro,,3 de febrero 601,2930,20-31474193-6,(03329) 425766,No,No
Farmacia Global Rufino Ortega Ex-Mitre,Farmacia,Neuquen,Neuquen,,RUFINO ORTEGA 1070 (EX-MITRE 385),8300,30-71212972-3,(0299) 15632-8516,No,No
Marketing Farm-Farmacia Antoniotti,Farmacia,Santa Fe,Rosario,,pellegrini 1538,2000,27-13795079-6,(0341)445-2451,Si,No
Orellano,Farmacia,Buenos Aires,Adrogue,,SAN MARTIN AVDA. 1200,1846,27-23818144-0,(011)4293-3575,No,No
Orioli,Farmacia,Santa Fe,Rosario,,"Córdoba 2275, Rosario, Provincia de Santa Fe, Argentina",2000,27-20774893-0,(0341)449-1190,No,No
Marina,Farmacia,Santa Fe,Venado Tuerto,,"Maipú 752, Venado Tuerto, Provincia de Santa Fe, Argentina",2600,27-22206485-1,(03462)439-331,Si,Si
Chester- Servicios Lepar Srl (Farmacia Nazca),Farmacia,Mendoza,Godoy Cruz,,"San Martín 1901, Godoy Cruz, Mendoza, Argentina",5501,30-71088040-5,(0261)424-6222,No,No
Farmacia Ferrero,Farmacia,Buenos Aires,General Rodriguez,,DEMAESTRI 1537,1748,27-25778242-0,0237 409-0437,No,No
A.P.S.E.,Farmacia,Cordoba,Cordoba,,"Rivadeo 1231, Córdoba, Argentina",5000,30-64695123-9,(0351)471-5959,No,No
Farmacia Global Islas Malvinas,Farmacia,Neuquen,Neuquen,,ISLAS MALVINAS 1350,8300,30-71451851-4,(0299) 448-2809 / 15633-4289,No,No
Nueva Fatima,Farmacia,Mendoza,Junin,,"Santos Lugares 50, Ingeniero Giagnoni, Provincia de Mendoza, Argentina",5573,33-70721576-9,(0263)442-5811,No,No
Farmacia Varela,Farmacia,Santa Fe,Rosario,,"Mariano Moreno 3096, Rosario, Provincia de Santa Fe, Argentina",2001,27-20142613-3,(0341)485-9672,No,No
Farmacia Ninin,Farmacia,Cordoba,Cordoba,,"Av. Dr. Amadeo Sabattini 2393, Río Cuarto, Provincia de Córdoba, Argentina",5014,20-17001419-8,(0351)456-5604,No,No
Global Illia,Farmacia,Neuquen,Neuquen,,ILLIA 774,8300,30-66023775-1,(0299) 443-1440 / 15428-6169,No,No
Farmacia Bello Ii,Farmacia,Misiones,Posadas,,Cordoba1409,3300,30-70990648-4,(0376)4438-592,No,No
Uom(Delia Scs),Farmacia,Buenos Aires,Lanus,,"Avenida San Martín 1934, Lanús, Provincia de Buenos Aires, Argentina",1824,33-71483064-9,(011)4225-1170/4249-4383,No,No
Farmacia Global Alpina Belgrano,Farmacia,Neuquen,Neuquen,,BELGRANO 2715,8300,30-71451851-4,(0299) 446-5654 / 15546-5563,No,No
Roma Sandra,Farmacia,Santa Fe,Timbues,,Avenida San Martin 578,2204,27-18067619-3,(03476) 495312,No,No
Farmacia Del Valle Viii ,Farmacia,Salta,Salta,,20 de Febrero 28,4400,30-70832453-8,(0387) 4312307,Si,No
Traverso,Farmacia,Buenos Aires,Berazategui,,Av. Eva Peron 1302,1884,27-27816647-9,(011)4391-0080,No,No
Soy San Nicolas Syb,Farmacia,Capital Federal,Capital Federal,RECOLETA,"Avenida Santa Fe 1299, ABG, Buenos Aires, Argentina",1425,30-69934601-9,(011)4816-1009/4811-4152,No,No
Farmacia Mitter,Farmacia,Santa Fe,Rosario,,Avenida Carballo 194,2000,27-16009879-7,(0341)525-2588,No,No
Farmacia Gentile,Farmacia,Santa Fe,Rosario,,"Avenida Alberto.J.Paz 1065, Funes, Santa Fe, Argentina",2000,27-18032251-0,(0341)459-6911,Si,No
La Jirafa Ii (Del Plata),Farmacia,Mendoza,Godoy Cruz,,Paso De Los Andes 1102,5501,30-71178726-3,2614288290,No,No
Farmacia Carfagno,Farmacia,Santa Fe,Arroyo Seco,,Juan B. Justo 658,2128,20-34208985-3,(0340)242-6306,No,No
Farmacia Rivadavia 2463 (Farmarina Srl ),Farmacia,Capital Federal,Capital Federal,BALVANERA,RIVADAVIA AVDA. 2463,1034,30-71198402-6,(011)4953-4504/4951-4479,Si,Si
Farmacia Filiberti ,Farmacia,Neuquen,Neuquen,,GATICA 2316,8302,27-28518785-6,2994247932,No,No
Farmacia Azar,Farmacia,Santa Fe,Rosario,,Almirante Brown 1799,2000,27-22777800-3,(0341) 4216146,No,No
Farmacia Argentina,Farmacia,Buenos Aires,Lomas De Zamora,,"Leandro N. Alem 116, Lomas de Zamora, Provincia de Buenos Aires, Argentina",1832,27-06034848-6,(011)4244-1699,No,No
Farmacia Zeman,Farmacia,Buenos Aires,Lujan,,LAVALLE 886,6700,20-18007235-8,(0232)343-2992,No,No
Farmacia Lorenzo Casey S.C.S,Farmacia,Buenos Aires,Lujan,,LORENZO CASEY 786,6702,30-70810041-9,(0232)342-0222,No,No
Bianconi,Farmacia,Buenos Aires,Lujan,,Colectora Sur Acceso Oeste 1209,6700,30-70900384-0,(02323) 423853,Si,Si
Helios Salud - Mendoza 2772,Vacunatorio,Capital Federal,Capital Federal,,Mendoza 2772,1428,30-68210722-3,(011) 43637418,Si,Si
Farmalife Catedral Iii - Santiago Del Estero,Farmacia,Santiago Del Estero,Santiago Del Estero,,TUCUMAN 105,4200,30-64767550-2,(0385)424-2120,No,No
Farmalife Catedral Iv - Santiago Del Estero,Farmacia,Santiago Del Estero,Santiago Del Estero,,LIBERTAD 598,4200,30-64767550-2,(0385)421-2384,No,No
Farmalife Santa Rosa,Farmacia,Santiago Del Estero,La Banda,,ALEM 419,4300,30-71127493-2,(0385)428-4222,No,No
Helios Salud - Carabobo 825,Vacunatorio,Capital Federal,Capital Federal,,Av. Carabobo 825,1406,30-68210722-3,(011)43637600,Si,Si
Marchisio,Farmacia,Buenos Aires,Azul,,SAN MARTIN 399,7300,20-21504346-1,02281 42-2777,No,No
Farmacia Bizzotto,Farmacia,Santa Fe,Rosario,,"Colón 1301, Rosario, Provincia de Santa Fe, Argentina",2000,27-17812090-0,(0341)448-2835,No,No
Peroggi ,Farmacia,Buenos Aires,Azul,,HIPOLITO YRIGOYEN 548,7300,20-13891615-5,(0228)142-3256,Si,No
Farmacie Ii,Farmacia,Santiago Del Estero,Santiago Del Estero,,24 de Septiembre 439,4200,30-71229878-9,(0385) 4223775,Si,No
Farmacia Froschauer,Farmacia,Santa Fe,San Lorenzo,,"San Carlos 744, San Lorenzo, Provincia de Santa Fe, Argentina",2200,27-24878113-6,(0347) 6431438,No,No
Farmacia Guarco,Farmacia,Buenos Aires,Lujan,,Av. EspañA 904,6700,20-23775737-9,(02323) 421003,No,No
Soy Sanar 52 Centro,Farmacia,Buenos Aires,Quilmes,,"Avenida Hipólito Yrigoyen 321, Buenos Aires, Argentina",1878,30-71520869-1,(011)4253-8520  ,No,No
Farmabelen Suc. Lope De Vega,Farmacia,Capital Federal,Capital Federal,Monte Castro,"Avenida Lope de Vega 1690, Buenos Aires, Argentina",1407,30-71221497-6,(011) 46482543 / 46019969,No,No
Farmacia Badia,Farmacia,Santa Fe,Rosario,,CORDOBA 7695,2008,23-17460511-4,(0341)451-4838,No,No
Moreno,Farmacia,Buenos Aires,Lujan,,RODOLFO MORENO 431,6700,30-71106275-7,(02323)43-8010,No,No
Farmacia Occi,Farmacia,Buenos Aires,Mar Del Plata,,Av. Juan b justo 1302,7600,23-28410308-4,(0223) 4809105,Si,No
Farmacia Ovidio Lagos,Farmacia,Santa Fe,Rosario,,OVIDIO LAGOS 1399,2000,20-22206609-4,(0341)449-8660,No,No
Farmacia Alvarez,Farmacia,Buenos Aires,Olavarria,,BELGRANO 2897,7400,20-23128989-6,(02284)42-0560,Si,No
Farmacia Del Sarto,Farmacia,Santa Fe,Villa Constitucion,,"Belgrano 998, Villa Constitución, Santa Fe, Argentina",2919,20-17194582-9,(03400)475-791,No,No
Farmacia Del Aguila Polvorines,Farmacia,Buenos Aires,Los Polvorines,,San Martin 2558,1613,30-71527263-2,(011) 46600303,No,No
Mg Farma,Farmacia,La Pampa,Intendente Alvear,,MANUEL BELGRANO 548,6221,27-23168631-8,(02302)48-1324,No,No
Farmacia Tumini,Farmacia,Santa Fe,Roldan,,"Boulevard Pellegrini 738, Roldán, Provincia de Santa Fe, Argentina",2134,27-14007094-2,(0341)496-1461,No,No
Soy Nueva Ventura,Farmacia,Buenos Aires,Bernal,,"Avenida Los Quilmes 736, Bernal Oeste, Provincia de Buenos Aires, Argentina",1876,30-71204399-3,(011)4259-1424 ,No,No
Farmacia Lider Laprida,Farmacia,Cordoba,Cordoba,,"Francisco N de Laprida 41, Córdoba, Argentina",5000,30-70928404-1,(0351)15403287,No,No
Chester-Servicio Lepar Srl (Farmacia Nazca De La Plaza),Farmacia,Mendoza,Godoy Cruz,,"Colón 97, Godoy Cruz, Mendoza, Argentina",5501,30-71088040-5,(0261)422-5666,Si,No
Santa Ana - Cetrangolo,Farmacia,Buenos Aires,Florida,,H Yrigoyen 2153,1602,30-71578664-4,(011) 47954864,Si,No
Santa Ana - Anedmapa,Farmacia,Buenos Aires,Florida,,C. Francisco Melo 2801,1602,30-71568151-6,(011) 47301288,Si,No
Santa Ana - D´amico Pablo,Farmacia,Capital Federal,Capital Federal,,García del Rio 4097,1430,33-71464871-9,(011) 45421781,Si,No
Carrasco,Farmacia,Santa Fe,Zavalla,,BV VILLARINO 2188,2125,27-17429119-0,(0341)497-0652,Si,No
Del Plata-Libertad Godoy Cruz (Org Luz Azulsrl),Farmacia,Mendoza,Godoy Cruz,,"Joaquín V. González 450, Godoy Cruz, Provincia de Mendoza, Argentina",5504,30-71405693-6,0261-4371219,No,No
Uom Gorriti Scs,Farmacia,Buenos Aires,Lomas De Zamora,,"Avenida Hipolito Yrigoyen 9115, Lomas de Zamora, Provincia de Buenos Aires, Argentina",1824,33-71522428-9,(011)4357-9087,No,No
Farmacia Jardin De La Sierra,Farmacia,Buenos Aires,Sierra De Los Padres,,Avenida Antártida Argentina 360,7608,30-70861557-5,(0223) 4630777,Si,No
Farmacia Pehuajo,Farmacia,Buenos Aires,Pehuajo,,"Leandro N. Alem 998, Pehuajó, Provincia de Buenos Aires, Argentina",6450,30-71385630-0,239615465562,Si,Si
Farmacia Trozzi,Farmacia,Buenos Aires,Mar Del Plata,,JACINTO PERALTA RAMOS 1701,7608,27-23535618-5,(0223)481-7272,No,No
Farmacia Global Plottier Belgrano,Farmacia,Neuquen,Plottier,,BELGRANO 245,8316,30-66023775-1,(0299) 493-3755 / 15627-3179,No,No
Rucci,Farmacia,Santa Fe,San Lorenzo,,SAN MARTIN AVDA. 943,2200,27-11741237-2,(03476)424818,No,No
Farmacia Bustelo,Farmacia,Buenos Aires,San Fernando,,PTE PERON AVDA. 1801,1646,33-71489172-9,(011) 47462045,No,No
Maria Celeste Adreozzi Scs,Farmacia,Buenos Aires,Pehuajo,,ALSINA 665,6450,30-71202931-1,(02396)40-2002,Si,No
Profesional Ramos Mejia,Farmacia,Buenos Aires,Ramos Mejia,,AV. DE MAYO 1212,1704,30-71539787-9,(011) 4654-6269 / 4483-5840 (INTERNO 103),No,No
Farmacia Global Madryn Gales,Farmacia,Chubut,Puerto Madryn,,GALES 1310,9120,33-70999748-9,(0280) 4450844 / 15441-7464,No,No
Farmacia Villa Farma,Farmacia,Cordoba,Villa Maria,,Bv. España 417,5220,27-36428500-6,(0353) 4534687 / 4092105,No,No
Farmacia De La Terminal,Farmacia,Buenos Aires,Lujan,,"9 de Julio 660, Luján, Provincia de Buenos Aires, Argentina",6700,30-69698349-2,(02323)-424923/440769,No,No
Farmacia Del Pueblo,Farmacia,Santa Fe,Fighiera,,SAN MARTIN 1125,2126,27-21421614-6,(03402)470171,No,No
Farmacia Farmapal,Farmacia,Capital Federal,Capital Federal,BELGRANO,LUIS MARIA CAMPOS AVDA. 751,1426,30-71054313-1,011-4777-0874,Si,No
Global San Martin 3087,Farmacia,Neuquen,Neuquen,,"San Martín 3087, Q8300 Neuquén",8300,30-71527667-0,(0299) 4153926,No,No
Farmacia Nueva Ocampo Scs,Farmacia,Buenos Aires,San Vicente,,"Avenida Sarmiento 423, San Vicente, Provincia de Buenos Aires, Argentina",1865,30-71193078-3,(02225)-482670,No,No
 Punto De Salud De La Ruta Scs,Farmacia,Buenos Aires,Alejandro Korn,,"Avenida Independencia 111, Alejandro Korn, Provincia de Buenos Aires, Argentina",1864,33-71217026-9,(02225)426092,No,No
Farmacia Clem Farm Scs,Farmacia,Buenos Aires,Temperley,,ALTE BROWN AVDA. 2820,1834,30-68822066-8,(011)4244-3003,No,No
Farmacia Punto De Salud Petit Scs,Farmacia,Buenos Aires,Luis Guillon,,"Bv. Buenos Aires 1024, Luis Guillon, Provincia de Buenos Aires",1838,30-71509556-0,(011) 42819300 / 20633206 / 20727401,No,No
Farmacia Punto De Salud Xvii Scs,Farmacia,Buenos Aires,Tristan Suarez,,"Las Hortensias 305, Tristán Suárez, Provincia de Buenos Aires, Argentina",1806,30-71509337-1,(011)4244-3003,No,No
Farmaplus 43 Bajo Belgrano,Farmacia,Capital Federal,Capital Federal,,Av. Del Libertador 6283,,30-68728807-2,8105557777,Si,No
Farmacia Go Farma,Farmacia,Santa Fe,Rosario,,BALCARCE 816,2000,27-29690467-3,(0341)426-2893,No,No
Farmacia Farma B S.A,Farmacia,Cordoba,Villa Allende,,"Avenida Goycoechea 184, Villa Allende, Córdoba, Argentina",5105,30-70844041-4,(0351)55522381,Si,No
Farmacia Oldani,Farmacia,Santa Fe,Rosario,,"Boulevard Avellaneda 384, Rosario, Santa Fe, Argentina",2000,27-17819493-9,(0341) 4307966,Si,No
Farmacia Brufal,Farmacia,Santa Fe,Rosario,,"Bv. Seguí 5203, Rosario, Santa Fe, Argentina",2000,23-10371407-9,(0341) 4314706,No,No
Farmacia Jelusich,Farmacia,Santa Fe,Rosario,,"Buenos Aires 1612, Rosario, Santa Fe, Argentina",2000,27-12256628-0,(0341) 4249871,Si,No
Farmacia Alladio,Farmacia,Cordoba,Bell Ville,,SARMIENTO 89,2550,30-70889665-5,(03537) 428706,Si,No
Farmacia Simini Pueyrredon,Farmacia,Buenos Aires,Mar Del Plata,,LAS HERAS 3010,7600,30-71571430-9,(0223) 4939265,No,No
Global Cabellera Del Frio,Farmacia,Neuquen,Neuquen,,CABELLERA DEL FRÍO 1460,8300,30-66023775-1,(0299) 15656-4637,No,No
Farmacia Montes,Farmacia,Santa Fe,Rosario,,"Bv. Presidente Julio A. Roca 901, Rafaela, Santa Fe",2000,20-18161922-9,(0341)448-7040,No,No
Farmacia Mora,Farmacia,Cordoba,Cordoba,,Avenida Recta Martinolli 7850,5021,20-22776677-9,(03543) 426206,Si,No
 Hinckley,Farmacia,Buenos Aires,Bragado,,"Gral. Paz 1121, Bragado, Provincia de Buenos Aires, Argentina",6640,27-17809742-9,(02342) 43-0049,No,No
Farmacia Social Victorica,Farmacia,Buenos Aires,Moreno,,Av Victorica 763,1744,33-71525278-9,(0237) 4190304,No,No
Puey-Salud Farmaceutica Scs (Pueyrredon ),Farmacia,Buenos Aires,Mar Del Plata,,"Avenida Juan B. Justo 1601, Mar del Plata, Provincia de Buenos Aires, Argentina",7600,30-71563652-9,(0223) - 4805295 - (0223) - 6246826,No,No
Farmacia Asociacion Mutual De Profesionales Hi  Cerro,Farmacia,Cordoba,Cordoba,,RAFAEL NUÑEZ 3672,5009,30-71056623-9,(0351)48-2115,No,No
Farmacia Asociacion Mutual De Profesionales Hi Roma,Farmacia,Cordoba,Cordoba,,ROMA 550 ,5009,30-71056623-9,(0351)410-6500,No,No
Farmacia San Jose,Farmacia,Santa Fe,Rosario,,PELLEGRINI AVDA.1395,2000,27-20820864-6,(0341)481-1521,No,No
Farmacia Cruz Verde Salud Srl,Farmacia,Cordoba,San Francisco,,"Bv. 9 de Julio 2044, San Francisco, Provincia de Córdoba, Argentina",2400,30-71181317-5,(03564)42-1255,No,No
La Cuesta,Farmacia,Cordoba,Villa Carlos Paz,,SAN MARTIN AVDA.1565,5112,27-22306564-9,03541-435703,No,No
Farmacia Dalleva,Farmacia,Santa Fe,Villa Gobernador Galvez,,EVA PERON 1934,2124,27-17558917-7,(0341)498-4287,No,No
Pasquali,Farmacia,Buenos Aires,Villa Elisa,,Cno. Gral. Manuel Belgrano 1120,1894,27-23349300-2,(0221) 4945800,Si,Si
Farmacia San Patricio Scs,Farmacia,Buenos Aires,Mercedes,,CALLE 12 N 501,6600,30-70834607-8,(02324)43-3111,No,No
Farmacia Amanus I,Farmacia,Chubut,Comodoro Rivadavia,,Rawson 1320,9000,30-71511404-2,(0297) 4473555,Si,No
Farmacia Amanus Ii,Farmacia,Chubut,Comodoro Rivadavia,,Ameghino 1315,9000,30-71511404-2,(0297) 4470112,No,No
Farmacia Luciani,Farmacia,Buenos Aires,Lujan,,TROPERO MOREIRA 680 ,6706,20-17474077-2,(02323)49-4999,No,No
Farmaet,Farmacia,Capital Federal,Capital Federal,VILLA DEVOTO,"Avenida Francisco Beiró 3602, Buenos Aires, Argentina",1419,30-70995665-1,(011) 4505-1010,No,No
Guadalupe,Farmacia,Cordoba,Oncativo,,PIACENZA 226,5986,23-30947696-4,(03572)45-7770,Si,No
Farmacia Compagnucci,Farmacia,Buenos Aires,Lujan,,San Martín 1698,6700,27-23160601-2,(02323) 41212,No,No
3 De Abril,Farmacia,Cordoba,Hernando,,Liniers 446,5929,27-22738306-8,(0353) 4962550,Si,No
Farmacia Lopez Toris ,Farmacia,Buenos Aires,La Plata,,CALLE 44 N 2193,1908,27-20673142-2,(0221)4706388,No,No
Farmacia Fulchi Berlin,Farmacia,Buenos Aires,Longchamps,,AV. BERLIN 180,1854,27-03912433-0,(011) 42334065,Si,No
Farmacia Farmashop,Farmacia,Cordoba,Cordoba,,MONSEÑOR P CABRERA 3392,5008,27-13819029-9,(011) 4658-4909/6547,No,No
Selma Adelina,Farmacia,Buenos Aires,Villa Adelina,,PARANÀ 6502,1607,30-58304727-8,(011)4512-8305,No,No
Selma Antonello,Farmacia,Buenos Aires,San Isidro,,9 DE JULIO 329,1642,30-68638733-6,(011)4513-0508,No,No
Selma Beccar,Farmacia,Buenos Aires,Beccar,,INTENDENTE TOMKINSON AVDA. 2995,1643,30-71086603-8,(011)4723-0319,No,No
Selma San Isidro,Farmacia,Buenos Aires,San Isidro,,Avenida Centenario 300,1642,33-70817613-9,(011)4513-0510,No,No
Selma La Lucila,Farmacia,Buenos Aires,La Lucila,,Guillermo Rawson 3785,1637,30-66393216-7,(011)4512-1430,No,No
Selma Martinez,Farmacia,Buenos Aires,Martinez,,Avenida Santa Fe 2797,1640,30-69505634-2,(011)4508-8831,No,No
Selma Olivos,Farmacia,Buenos Aires,Olivos,,Avenida Maipú 3201,1636,20-10833619-7,(011)4512-1400,No,No
Selma Salvatori ,Farmacia,Capital Federal,Capital Federal,BELGRANO,Avenida Juramento 2013,1428,30-56158081-9,(011)4783-1186,Si,No
Selma Vicente Lopez,Farmacia,Buenos Aires,Vicente Lopez,,Avenida Maipú 699,1638,30-66386023-9,(011)4512-0400,No,No
Farmacia Matheu,Farmacia,Buenos Aires,Mar Del Plata,,Av. independencia 3802,7600,30-71547086-8,(0223) 4755524,No,No
Central Oeste San Justo,Farmacia,Buenos Aires,San Justo,,AV. DR A ILLIA 2302,1754,30-71475698-9,4484-5600 / 7055 / 4441-6237,No,No
Donatelli,Farmacia,Buenos Aires,General Rodriguez,,Belgrano 1096,1748,27-24405567-8,1162943435,Si,Si
Del Aguila Don Torcuato,Farmacia,Buenos Aires,Don Torcuato,,Fray Justo Sta. Maria de Oro 1455,1611,30-71547594-0,(011) 53307947,No,No
Farmacia Bono,Farmacia,Santa Fe,Rosario,,San Lorenzo 1130,2000,27-20594006-0,(0341) 4215068,No,No
Tavi,Farmacia,Santiago Del Estero,Santiago Del Estero,,Lavalle 1280,4200,20-38225938-7,(0385) 6999789,No,No
Marcos Morello,Farmacia,Cordoba,Morteros,,ITALIA 840,2421,20-18496062-2,(03562)51573,Si,Si
Caruso,Farmacia,Buenos Aires,La Plata,,Calle 44 N 549,1902,30-51909868-3,(0221) 4392600,No,No
De La Bahia ,Farmacia,Buenos Aires,Bahia Blanca,,ALVARADO 296,8000,30-70719934-9,(0291)455-4952,No,No
Farmacia Iribarne ,Farmacia,Cordoba,Rio Cuarto,,ITALIA AVDA.1279,5800,20-23226359-9,(0358)464-5530,Si,No
Heredia,Farmacia,Buenos Aires,Avellaneda,,Cnel. Martin Paulino Lacarra 1302,1869,30-71171263-8,0,Si,No
Pintucci Veronica ( Vp),Farmacia,Cordoba,Arroyito,,Avenida Arturo Illia 809,2434,27-34460098-3,(03576) 454446,Si,No
Parizzia ,Farmacia,Santa Fe,Rosario,,WHEELWRIGHT 1475,2000,27-28565826-3,(0341)2430909,No,No
Lerda Nicolino,Farmacia,Cordoba,James Craik,,INTENDENTE MOYA 159,5984,23-18380995-4,(0353)-497-0450,No,No
San Francisco V,Farmacia,Salta,Salta,,RAMON CAÑAVERA 1926,4412,33-68125608-9,(0387)424-5700,No,No
Farmacia Moderna Viii,Farmacia,Cordoba,Villa Maria,,9 de Julio 155,5900,30-70889665-5,(0353) 4611010,No,No
De La Clinica,Farmacia,Cordoba,Villa Maria,,Corrientes 738,5900,30-70746623-1,(0353) 4535663,No,No
Centro Mutualista Hipolito Irigoyen ,Farmacia,Cordoba,Villa Maria,,"San Juan 1255, Villa María, Provincia de Córdoba, Argentina",5900,30-70746623-1,(0353) 4537774,No,No
Vio,Farmacia,Buenos Aires,Lomas De Zamora,,MEEKS AVDA. 476,1832,27-14567029-8,(011)4292-8225,No,No
Previley 4 - Suc. Rama,Farmacia,Buenos Aires,Mar Del Plata,,Talcahuano 2002,7608,30-71565056-4,(0223)481-5615,Si,No
Farmacia Farmahuinco,Farmacia,Buenos Aires,Mar Del Plata,,VERTIZ 4282,7600,33-71556109-9,(0223) 4809795,No,No
Mercedes,Farmacia,Buenos Aires,Mercedes,,CALLE 24 Y 27,6600,30-70712435-7,(02324) 43-2780 / (011) 4483-5840 (INTERNO 103),No,No
Belgrano Ruta,Farmacia,Santiago Del Estero,La Banda,,Ruta 1 y 51,4300,33-69976502-9,(0385) 6003417,No,No
Española,Farmacia,Buenos Aires,Bahia Blanca,,SAN MARTIN 301,8000,30-58011285-0,(0291) 4534567,No,No
Farmacias Villegas America,Farmacia,Entre Rios,Parana,,AV AMERICAS 1693,3100,30-71574078-4,(0343) 4314789,No,No
Penacca ,Farmacia,Buenos Aires,Berisso,,GENOVA 4211,1923,30-70166279-9,(0221)4612159,Si,Si
Farmacia Scerbo Iii,Farmacia,Cordoba,Colonia Caroya,,SAN MARTIN AVDA.3773,5223,23-29162897-4,(03525)46-6700,Si,Si
Farmacia Soc Italiana De Socorros Mutuos (Farmacia Mutual Soc Italiana ),Farmacia,Santa Fe,Carcaraña,,SARMIENTO 1405,2135,30-54564097-6,(0341) 494-1352,No,No
Chistik Farmaceutica Scs,Farmacia,Buenos Aires,Bahia Blanca,,VIEYTES 1460,8003,30-70824306-6,(0291)452-0953,No,No
Godoy ,Farmacia,Buenos Aires,Bahia Blanca,,LINIERS 588,8001,27-14748644-3,(0291)481-1818,No,No
Guemberena,Farmacia,Santa Fe,Rafaela,,BV LEHMANN 1342,2300,27-36421651-9,(03492)425312,Si,No
Farmacia Alta Gracia ,Farmacia,Cordoba,Alta Gracia,,SAN MARTIN 198,5186,27-14478775-2,(03547)25011,No,No
Farmacia Farmasoff,Farmacia,Cordoba,Cordoba,,CRISOL 30/36,5000,27-27871040-3,(0351)460-1097,No,No
Ceschin,Farmacia,Santa Fe,Rosario,,av. eva peron 7889,2001,27-17464277-5,(0341)4513435,Si,No
 Soncini,Farmacia,Buenos Aires,Azul,,IRIGOYEN 650,7300,20-17208456-8,(02281)42-4169,No,No
Farmacia Del Circulo,Farmacia,Santa Fe,Rosario,,MENDOZA 742,2001,27-35114669-4,(0341)4408999,Si,Si
Farmacia Orazi,Farmacia,Santa Fe,Roldan,,Avenida de las Libertades 1810,2134,27-30014761-0,(0341)4963106,No,No
Farmacia Ambar Bancaria - Evita,Farmacia,Rio Negro,General Roca,,EVITA 2415,8332,30-70852385-9,(0298) 4423686,No,No
Farmacia Riadigos Ortega,Farmacia,Buenos Aires,Mar Del Plata,,Avenida Pedro Luro 6901,7600,30-71553634-6,(0223)478-6900,No,No
Farmacia Lambas,Farmacia,Santa Fe,Rosario,,IRIONDO 1820,2003,27-20579713-6,( 0341) 432-5890 ,Si,No
Grimaldi,Farmacia,Santa Fe,Rafaela,,FALUCHO 30,2300,23-22065130-4,(03492)425350,Si,No
Primavera Srl (Farmacia Primavera Norte),Farmacia,Tucuman,San Miguel De Tucuman,,MONTEAGUDO 602,4000,30-70905542-5,(381) - 4216540 / 5539505 (AGIL),No,No
Farmacia San Martin Iv ,Farmacia,Rio Negro,General Roca,,BUENOS AIRES N° 991,8332,30-68953878-5,0298-4424255 / 298 421-8754,No,No
Farmacia Monica Martinez,Farmacia,Cordoba,Cordoba,,Avenida Fuerza Aerea 2831,5011,27-14536942-3,(0351)466785,Si,Si
Farmacia Gaviglio,Farmacia,Cordoba,Luque,,9 DE JULIO 760,5967,27-16633487-5,(03573)480232,Si,No
Farmacia Social Avenida,Farmacia,Buenos Aires,Moreno,,Av Victorica 502,1744,30-71567113-8,(0237) 620211,No,No
Farmacia Estevan De Ergueta,Farmacia,Cordoba,Villa Allende,,GOYCOCHEA 615,5105,27-05983412-1,(03543)435-333,No,No
Paseo Villanueva,Farmacia,Buenos Aires,Dique Lujan,,TODOS LOS SANTOS BV. 100,1623,33-71560838-9,011-3221-1881/3399,No,No
Maestro Vidal 2,Farmacia,Cordoba,Cordoba,,Av. Armada Argentina 2928,5010,20-26291464-0,351-8656908,No,No
Farmacia Libertad ,Farmacia,La Pampa,Santa Rosa,,UNANUE 514,2400,30-61255742-6,(02954) 431903,No,No
Farmacia Y Perfumeria Altamirano Srl,Farmacia,Cordoba,Villa Del Rosario,,25 DE MAYO 602,5963,30-68542043-7,(03573)42-2130,Si,Si
Express Centro,Farmacia,Santiago Del Estero,Santiago Del Estero,,Buenos Aires 98,4200,27-31739679-7,(0385) 4787976,No,No
Farmacia Lamazon,Farmacia,Santa Fe,Casilda,,1 DE MAYO 1513 ,2170,27-35019120-3,(03464)42-1606,No,No
 Diaz ,Farmacia,Santa Fe,Rosario,,URQUIZA 2371,2000,27-32600341-2,(0341)449-6221,Si,No
Farmacia Marcucci,Farmacia,Santa Fe,Fighiera,,SAN MARTIN 671,2126,27-21843891-7,(03402)472050,No,No
Mutual Augusto Vandor,Farmacia,Buenos Aires,Chivilcoy,,Carlos Pellegrini 44,6620,30-70910596-1,(02346) 420657,Si,Si
Vacunatorio Previvax Palermo,Vacunatorio,Capital Federal,Capital Federal,PALERMO,AV. CORDOBA 5775,1414,30-71441776-9,(011) 4774-1246 / 6359-3650 (AGIL),Si,No
Central Oeste Funes,Farmacia,Buenos Aires,Merlo,,LIBERTADOR 363,1722,30-71573774-0,(0220)485-1597,No,No
Difarma Salud Iv,Farmacia,Cordoba,Cordoba,,"Avenida 24 de Septiembre 1371, FTM, Córdoba, Argentina",5004,30-70915213-7,(0351)453-0850,No,No
Farmacia Meynet,Farmacia,Santa Fe,Galves,,MITRE 1124,2252,27-22283500-9,(03404)480478,No,No
